tmdb_id,imdb_id,title,production_companies
21717,tt0066831,Big Jake,"Batjac Productions, Cinema Center Films"
16241,tt0077269,The Boys from Brazil,"Producers Circle, ITC"
48453,tt0447907,The Contestant,"Continental Producciones, Nephilim Producciones, Lazonafilms"
14788,tt0454792,Bubble,"Magnolia Pictures, Extension 765"
191421,tt2765340,So Young,Enlight Pictures
313369,tt3783958,La La Land,"Summit Entertainment, Black Label Media, Gilbert Films, Impostor Pictures, Marc Platt Productions, Lionsgate"
111799,tt0253621,Şakir the Clumsy,Cem Film
60159,tt0184503,Gamera 3: Revenge of Iris,Daiei Film
29493,tt0076543,A Piece of the Action,"First Artists, Verdon Productions Limited"
11104,tt0109424,Chungking Express,Jet Tone Production
91721,tt0058414,Nothing But a Man,"Nothing But a Man Company, DuArt Film and Video"
8222,tt0103030,High Heels,"El Deseo, CiBy 2000, TF1 Films Production, Canal+ España"
45967,tt0039871,One Wonderful Sunday,Toho Co.
378107,tt2967856,Another Day of Life,"Kanaki Films, Platige Image, Puppetworks Animation Studio, Animationsfabrik, Umedia, Walking The Dog, Wüste Film"
49876,tt0057328,The Mouse on the Moon,"Walter Shenson Films, United Artists"
329160,tt3255826,Drawers,
23827,tt1179904,Paranormal Activity,"Blumhouse Productions, Solana Films"
141,tt0246578,Donnie Darko,"Flower Films, Gaylord Films, Adam Fields Productions, Pandora Cinema"
54436,tt0048499,La Pointe-Courte,
15184,tt0379306,A Good Woman,Beyond Films
54973,tt0342300,Dopamine,
63029,tt0076632,Mr. Robinson,Vides Cinematografica
162903,tt1837703,The Fifth Estate,"Participant, Reliance Entertainment, Touchstone Pictures, Anonymous Content, DreamWorks Pictures"
34025,tt0975684,Kisses,
284284,tt2488778,The Keeping Room,"Anonymous Content, Gilbert Films, Wind Dancer Productions"
11235,tt0085859,Local Hero,"Enigma Productions, Goldcrest"
10310,tt0068278,The Bitter Tears of Petra von Kant,"Tango Film, Filmverlag der Autoren"
32081,tt0087932,The Pope of Greenwich Village,United Artists
29611,tt0181012,Sole Survivor,"Moviestore Entertainment, Grand National Pictures"
25338,tt0078269,The Silent Partner,"Tiberius Entertainment, Carolco Pictures, Cine Guarantors Inc."
12568,tt0412536,Brideshead Revisited,"BBC Films, Ecosse Films, HanWay Films, UK Film Council, 2 Entertain, Zak Productions, Brideshead Films, Mestiere Cinema"
60098,tt1452626,Hahaha,"Jeonwonsa Film, Sponge Ent."
551528,tt6750884,Poramon 2,Jaaz Multimedia
7351,tt0903627,Julia,"Le Bureau, Jaibol Films, Les Productions Bagheera, France 3 Cinéma, uFilm, StudioCanal, The 7th Floor, Saga Film (I), Canal+, France 3, MEDIA Programme of the European Union, Le Tax Shelter du Gouvernement Fédéral de Belgique, Motion Investment Group"
606224,tt10133300,Rakshasudu,"Abhishek Pictures, A Studios"
455839,tt4815122,Time Trap,"Pad Thai Pictures, Filmsmith Production & Management"
135647,tt1433207,The Details,"The Mark Gordon Company, LD Entertainment"
8217,tt0099012,Alice,Orion Pictures
411999,tt4693358,OtherLife,"Ticket to Ride, See Pictures, Metrol Technology, Kreo Films FZ, Cherry Road Films, WBMC, Head Gear Films"
16306,tt0070544,Fantastic Planet,"Argos Films, Ceskoslovenský Filmexport, Les Films Armorial, Ina, Office de Radiodiffusion Télévision Française"
171127,tt2639664,Over My Dead Body,"New Century Art Production, Shadows Communications"
658113,tt11430262,Aswathama,Ira Creations
303457,tt4168188,Chaar Sahibzaade,"Eros International, Baweja Movies"
8996,tt0099776,Europa Europa,"Telmar Film International, Studio Filmowe Perspektywa, Les Films du Losange, Central Cinema Company Film (CCC)"
383056,tt4635548,Wrong No.,YNH Films
37257,tt0051201,Witness for the Prosecution,"Edward Small Productions, United Artists"
43112,tt0053361,Tiger Bay,Independent Artists
456218,tt7060460,Theeran Adhigaaram Ondru,Dream Warrior Pictures
193544,tt2905772,Thou Gild'st the Even,EFLATUN FILM
148711,tt0253860,Umudumuz Şaban,
38717,tt0206113,Madison,"Addison Street Films, North Shore Entertainment, Road Pictures"
12137,tt0803100,The Crocodiles,"Westside Filmproduktion GmbH, Constantin Film, Rat Pack Filmproduktion"
21502,tt0195231,Satya,
398920,tt5256722,He Even Has Your Eyes,"uFund, Nexus Factory, Nolita Cinema, TF1 Droits Audiovisuels, UGC Images, Umedia, France 2 Cinéma"
448776,tt4080956,A Prayer Before Dawn,"Meridian Entertainment, Hurricane Films, Senorita Films, Indochina Productions, Symbolic Exchange"
32052,tt0077617,Go Tell the Spartans,"Mar Vista Productions, Spartan Productions Inc."
33875,tt0347791,Pokémon Heroes: Latios and Latias,"4Kids Entertainment, Pikachu Project 2002, Pikachu Project, Shogakukan Production"
25625,tt0067454,Multiple Maniacs,Dreamland Studios
504859,tt7776430,All Good,"Trimafilm, Starhaus Filmproduktion, ARD"
56020,tt0169164,Radio Arrow,"Medusa Film, Fandango"
57965,tt0450121,Red Like the Sky,
28968,tt0135033,Poison for the Fairies,"Instituto Mexicano de Cinematografía, Sindicato de Trabajadores de la Producción Cinematográfica (STPC)"
45458,tt0823240,The Romance of Astrea and Celadon,"BIM Distribuzione, Alta Producción, Cinémage, CNC, Rezo Productions, Canal+, Compagnie Eric Rohmer"
11880,tt0280609,Dog Soldiers,"The Victor Film Company, The Carousel Picture Company, The Noel Gay Motion Picture Company, Kismet Entertainment Group, Luxembourg Film Fund"
90720,tt0060261,The Hellbenders,"Alba Cinematografica, Tecisa, Productores Exhibidores Films Sociedad Anónima (PEFSA)"
10636,tt0291213,Big Girls Don't Cry,
88057,tt1516002,A Beginner's Guide to Endings,"Darius Films, The Harold Greenberg Fund"
395815,tt5240732,Hepta (The Last Lecture),"Film Clinic, iProductions"
13041,tt0067866,El Topo,Producciones Panicas
21175,tt0323013,Lakshya,"Excel Entertainment, UTV Motion Pictures"
24152,tt0064622,The Magic Christian,"Commonwealth United Entertainment, Grand Films Limited"
2284,tt0457419,Mr. Magorium's Wonder Emporium,"Ontario Media Development Corporation (OMDC), Mandate Pictures, Walden Media, FilmColony, Gang of Two Productions"
31944,tt0084591,"Reuben, Reuben",
72445,tt0084807,Boat People,Bluebird Movie Enterprises
22274,tt0929412,Quiet Chaos,"Portobello Pictures, Fandango, 01 Distribution, Phoenix Film Investments"
9344,tt0113540,Kids,"Miramax, Shining Excalibur Films, Independent Pictures, Killer Films"
388204,tt1985266,No Men Allowed,Bamdad Film
399031,tt5304464,Happy End,"ARTE France Cinéma, France 3 Cinéma, Les Films du Losange, wega film vienna, X Filme Creative Pool"
966,tt0054047,The Magnificent Seven,"Alpha Productions, The Mirisch Company, United Artists"
4592,tt0289889,Carolina,"Carolina Torn Asunder Inc., Hollywood Partners, Carol Baum Productions, Bregman-IAC Productions, Living Pictures, The Pitt Group"
2974,tt0015202,The Hands of Orlac,"Pan-Film KG Wien, Berolina-Film GmbH"
209276,tt2567712,Starred Up,"Quickfire Films, Sigma Films Ltd., Lipsync Productions, Film4 Productions, Creative Scotland, Northern Ireland Screen"
259720,tt2372678,2 States,"Dharma Productions, Nadiadwala Grandson Entertainment"
79,tt0299977,Hero,"Beijing New Picture Film Co. Ltd., China Film Co-Production Corporation, Miramax"
11441,tt0082562,Madly in Love,Intercapital
55420,tt1549572,Another Earth,Artists Public Domain
27245,tt0276935,Electric Dragon 80.000 V,"Suncent CinemaWorks, Taki Corporation"
180894,tt2458106,Ninja: Shadow of a Tear,"Swingin' Productions, Millennium Films"
19156,tt0084671,Legendary Weapons of China,Shaw Brothers
637805,tt10608668,Vikrithi,"Cut 2 Create, Century Release"
10387,tt0162866,The Emperor and the Assassin,
31787,tt0069311,Steptoe and Son,"Associated London Films, Anglo-EMI"
922,tt0112817,Dead Man,"JVC, Newmarket Capital Group, 12 Gauge Productions, Pandora Film"
1359,tt0144084,American Psycho,"Muse Productions, Lions Gate Films, Edward R. Pressman Film, Lionsgate"
469274,tt8523334,Nicky Larson and the Cupid's Perfume,"Axel Films, M6 Films, Sony Pictures Entertainment France"
43985,tt0847050,Half Moon,"Silkroad Production, Mij Film Co., New Crowned Hope"
47959,tt0274407,Callas Forever,"Cattleya, Medusa Film, Alquimia Cinema"
30588,tt0039631,Monsieur Verdoux,"Charles Chaplin Productions, United Artists"
15736,tt0098486,The Death King,
413518,tt8333746,Pinocchio,"Archimede, Recorded Picture Company, Le Pacte"
58865,tt0123976,Loaf and Camouflage,"Spentzos Films, Greek Film Centre"
356549,tt3095464,Agnee,Jaaz Multimedia
68528,tt0155796,Dr. Akagi,"Toei Company, Tohokushinsha Film Corporation, Kadokawa Shoten, Imamura Productions, Catherine Dussart Productions (CDP), Comme des Cinémas"
631637,tt11143108,Oh My Kadavule,"Axess Film Factory, Happy High Pictures"
698,tt0079574,Moonraker,"United Artists, Eon Productions, Danjaq"
144331,tt2516280,Dream Team 1935,Platforma Filma
44708,tt0333764,Blue Gate Crossing,"Trigram Films, Arc Light Films, Pyramide Productions"
68178,tt1710590,Omar Killed Me,Tessalit Production
52726,tt0049259,Gervaise,"Cino del Duca, Agnès Delahaie Productions, Silver Films, Compagnie Industrielle et Commerciale Cinématographique (CICC)"
465,tt0094596,36 Fillette,"CB Films, French Productions"
159701,tt2102499,I Do,School Pictures
415669,tt6348454,Adhe Kangal,Thirukumaran Entertainment
14804,tt0478829,Vitus,
8290,tt0060474,Don't Look Now: We're Being Shot At,"Les Films Corona, The Rank Organisation"
37501,tt0167479,Vieni avanti cretino,San Francisco Film
56981,tt1661031,Brindaavanam,
280548,tt3835608,Oohalu Gusagusalade,Vaaraahi Chalana Chitram
13919,tt0406650,The Chumscrubber,"Lawrence Bender Productions, El Camino Pictures, Go Fish Pictures"
26899,tt0339419,The Mudge Boy,Showtime Independent Films
31651,tt0099566,The Field,"Sovereign Pictures, Granada Television, Noel Pearson"
377276,tt5115004,Struggle for Life,Rectangle Productions
55934,tt1497874,Cold Weather,"Parts and Labor, Parts and Weather"
49511,tt0118852,Chinese Coffee,"Chal Productions, Shooting Gallery"
19368,tt0052293,Thunder Road,"D.R.M. Productions, United Artists"
74896,tt0062990,The Fox,Motion Pictures International
582943,tt8325442,438 Days,"Film i Väst, SVT, Miso Film Sverige"
11549,tt0049366,Invasion of the Body Snatchers,"Allied Artists Pictures, Walter Wanger Productions"
36093,tt0291003,Behind the Sun,"Videofilmes, Bac Films, Dan Valley Film AG, Haut et Court"
426614,tt6258486,Ekkadiki Pothavu Chinnavada,Meghana Arts
20453,tt1187043,3 Idiots,"Vidhu Vinod Chopra Productions, Vinod Chopra Films"
369770,tt4084056,The Sense of Wonder,"Caméra One, Pulsar Productions"
55138,tt0187231,Barking at the Stars,"Komuna, RTS"
16866,tt0762125,Planet 51,"Ilion Animation Studios, Hand Made Films"
217412,tt2517558,Quality Time,"Olga Film GmbH, Sat.1"
72387,tt1656190,Safe,"IM Global, Automatik Entertainment, Lawrence Bender Productions, 87Eleven, Trigger Street Productions"
40929,tt0089264,Heaven Help Us,"TriStar Pictures, Silver Screen Partners, HBO"
674872,tt1757772,Jackie,
242648,tt3169740,The Falls: Testament Of Love,Lake Productions
169068,tt1665418,Dorfman in Love,"Leonard Hill Films, Brainstorm Media"
428707,tt6728390,Kuroko's Basketball the Movie: Last Game,"Bandai Visual, Production I.G"
308361,tt2481512,"Stockholm, Pennsylvania",Fido Features
37842,tt1156143,Wild Grass,"F Comme Film, France 2 Cinéma, BIM Distribuzione, TPS Star, Eurimages, Cinémage 3, CNC, Région Ile-de-France, Canal+, StudioCanal"
12117,tt0128278,Instinct,"Spyglass Entertainment, Touchstone Pictures"
8883,tt0920458,Flame & Citron,"YLE, Det Danske Filminstitut, Wüste Filmproduktion, Studio Babelsberg, TV 2, The Match Factory, Sirena Film, Fonds Eurimages du Conseil de l'Europe, Wüste Film Ost, OC Film, Duckling, Mainstream, Kameraudlejningen, 4½, Filmförderung Hamburg Schleswig-Holstein, NFP Marketing & Distribution, Substanz Film, Canal+, SVT, Nimbus Film, Nordisk Film & TV Fond, Sandrew Metronome Danmark, Deutscher Filmförderfonds, TV 2, Medienboard Berlin-Brandenburg"
62545,tt0319147,Casomai,01 Distribution
49828,tt0826606,Police,
132338,tt0088031,Saaransh,Rajshri Productions
518671,tt8459250,Shéhérazade,Geko Films
432167,tt4796634,Selfie 69,Zazu Film
10149,tt0114478,Smoke,Miramax
185008,tt2178470,Yeh Jawaani Hai Deewani,"Dharma Productions, UTV Motion Pictures"
23847,tt0068168,Across 110th Street,Film Guarantors
21393,tt0082973,Rasmus and the Vagabond,SF Studios
12109,tt0388139,It's All Gone Pete Tong,
56082,tt2605480,One of the People,
52505,tt1032825,The Other Woman,"Handsomecharlie Films, Marc Platt Productions, Is or Isn't Entertainment"
56950,tt1678044,Frits and Freddy,Independent Productions
8773,tt0055747,Love at Twenty,"Ulysse Productions, Unitec Films, Cinesecolo, Toho Co., Beta Film, Film Polski, Zespół Filmowy ""Kamera"""
3033,tt0120684,Gods and Monsters,"Flashpoint (I), Lions Gate Films, Showtime Networks"
368942,tt2392830,A Quiet Passion,"Potemkino, Hurricane Films, Indomitable Entertainment"
13123,tt1241195,Aamir,UTV Motion Pictures
20978,tt0102465,My Father the Hero,"Film Par Film, DD Productions, Orly Films, Paravision International S.A., TF1 Films Production"
14430,tt0221344,Herod's Law,"Bandidos Films, Instituto Mexicano de Cinematografía"
68,tt0088846,Brazil,Embassy International Pictures
60309,tt0968264,The Conspirator,"Wildwood Enterprises, American Film Company"
167267,tt0065043,The Structure of Crystals,P.P. Film Polski
24160,tt0083549,My Friends Act II,
26639,tt0083694,Britannia Hospital,EMI Films
75867,tt0976050,Soul Kicking,"Argonauts Productions S.A., Cassandra Films Pty. Ltd., Yannis Economides Films, Greek Film Centre, EPT, Strada Films"
81025,tt1441952,Salmon Fishing in the Yemen,"Shine Pictures, UK Film Council, BBC Films, CBS Films, Lionsgate, Kudos, Davis Films"
55,tt0245712,Amores Perros,"Altavista Films, Zeta Film (MX), Lionsgate"
41827,tt1465505,Red White & Blue,"Fidelity Films, Rumleyvision, ScreenProjex, IFC Midnight"
45132,tt1512235,Super,"This Is That Productions, Ambush Entertainment, Crimson Bolt"
117409,tt0420304,Viruddh... Family Comes First,
335578,tt3841424,Land of Mine,"Nordisk Film, Amusement Park Films, Majgaard, K5 International, K5 Film, ZDF, Goethe Filmproduktion, Erfttal Film"
556501,tt8710596,Jungleland,"Romulus Entertainment, Scott Free Productions, Big Red Films"
517987,tt8286894,Rafiki,"Ape&Bjørn, Big World Cinema, MPM Film, Razor Film Produktion, Rinkel Film, Schortcut Films, Tango Entertainment"
15776,tt0495040,The Art of Crying,Final Cut Productions
379019,tt4299300,My Blind Date with Life,"StudioCanal, Sat.1"
48464,tt0120584,All the Little Animals,
136743,tt2069100,The Third Half,"i/o post, fx3x, Kino Oko"
180299,tt2265171,The Raid 2,"XYZ Films, Pt. Merantau Films"
47724,tt0153464,Up at the Villa,
4857,tt0062639,"Farewell, Friend","Greenwich Film Production, Medusa Distribuzione"
664300,tt11317142,Shiva Baby,"Neon Heart Productions, Dimbo Pictures, It Doesn't Suck Productions, Bad Mensch Productions, Thick Media, Irving Harvey"
283552,tt2547584,The Light Between Oceans,"DreamWorks Pictures, Heyday Films, Participant, Amblin Entertainment, LBO Productions, Reliance Entertainment, Touchstone Pictures"
37650,tt0029322,Nothing Sacred,Selznick International Pictures
78182,tt1925421,Elena,AR Films
6547,tt0105328,Schtonk!,ARD
63654,tt1851988,Ko,R S Infotainment
336666,tt3778086,Sleeping Giant,"Film Forge Productions, Hawkeye Pictures Inc."
51462,tt1273241,Brotherhood,"Roslyn Productions, Three Folks Pictures"
145066,tt0105790,Waterland,"Pandora Cinema, British Screen Productions, Channel Four Films, Palace Pictures"
57723,tt0097408,"Galimatias, czyli Kogel-mogel II","Zespól Filmowy ""Oko"""
32764,tt0109020,71 Fragments of a Chronology of Chance,"wega film vienna, Camera-Filmproduktion"
2074,tt0116324,Flirting with Disaster,Miramax
42750,tt0081420,Return of the Secaucus Seven,Salsipuedes Productions
24260,tt0080929,Inspector Blunder,"Renn Productions, France 3 Cinéma"
438081,tt6461514,Duckweed,"Shanghai Bona, Huaxia Film Distribution Company"
26561,tt0101811,Enchanted April,"BBC Films, Miramax, Greenpoint Films"
296503,tt3699692,Dude Bro Party Massacre III,"Snoot Entertainment, 5-Second Films"
30145,tt0151572,The Miracle of P. Tinto,"Sociedad General de Televisión (Sogetel), Películas Pendelton"
301491,tt0135519,The Hurdy-Gurdy,Finos Film
219575,tt0141121,Gideon,"STTM Corporation, Baldwin/Cohen Productions, World International Network (WIN)"
29628,tt0085551,Get Crazy,D & P Productions
79210,tt0843328,Chatrapathi,Sri Venkateswara Cine Chitra
35543,tt0037749,The Great Flamarion,"W. Lee Wilder Productions, Republic Pictures"
33613,tt1343097,The Girl Who Kicked the Hornet's Nest,"Nordisk Film, Yellow Bird, ZDF, SVT, Film i Väst"
426264,tt6193424,The Trip to Spain,Revolution Films
42741,tt0067900,Un Flic,"Oceania Film, Euro International Film"
55151,tt1470024,"Tuesday, After Christmas","Romanian National Center for Cinematography, BV McCann-Erickson, HBO Romania, Media Programme of the European Community, Mindshare Media, Multimedia Est"
4421,tt0119173,G.I. Jane,"Caravan Pictures, Hollywood Pictures, First Independent Films, Largo Entertainment, Scott Free Productions, Trap-Two-Zero Productions, Moving Pictures"
496324,tt7762982,Sajjan Singh Rangroot,Vivid Art House
21039,tt0131566,Rogue Trader,"Newmarket Capital Group, Granada Film Productions"
33110,tt0325145,La caja 507,"Sociedad General de Cine (SOGECINE) S.A., Iberrota Films, Canal+ España"
86126,tt0291507,A Cab for Three,
567973,tt9412268,Furie,Studio 68
331576,tt3197766,Kill Zone 2,"Maximum Gain Kapital Group, Sun Entertainment Culture, Sil-Metropole Organisation, Bona Film Group"
402109,tt4909506,Godhi Banna Sadharana Mykattu,"Lost & Found Films, Pushkar Films"
75595,tt1623745,Little Birds,"Polsky Films, Hunting Lane Films, Sundial Pictures, Millennium Entertainment"
9501,tt0112750,Crying Freeman,August Entertainment
19884,tt0060277,The Sword of Doom,"Takarazuka Eiga Company Ltd., Toho Co."
187864,tt2244877,Halima's Path,"Hrvatska Radiotelevizija, RTVFBiH, Arkadena Zagreb, FIST Production, RTV Slovenija"
21990,tt0073343,The Man from Hong Kong,"The Movie Company Pty. Ltd., Australian Film Development Corporation, British Empire Films Australia, Orange Sky Golden Harvest"
14069,tt0808506,The Girl Who Leapt Through Time,"Madhouse, Happinet Pictures, Kadokawa, Kadokawa Shoten, Memory Tech, Q-Tec"
62843,tt0064546,Witchhammer,"Filmové studio Barrandov, Ústřední půjčovna filmů"
7549,tt0446059,Fearless,"China Film Group Corporation, Beijing Film Studio, China Film Co-Production Corporation, Hero China International, Wide River Investments"
2440,tt0260991,Joint Security Area,"CJ Entertainment, Intz.com, KTB Network, Myung Films"
533,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,"Aardman Animations, DreamWorks Animation"
424201,tt5314450,Burden,"Bill Kenwright Films, The Fyzz, Unburdened Entertainment"
406162,tt5375324,Anuraga Karikkin Vellam,August Cinema
32086,tt0094869,The Chocolate War,Management Company Entertainment Group (MCEG)
280297,tt0292319,Varavelpu,K. R. G. Enterprises
223954,tt2382422,Jacky in the Kingdom of Women,"Les Films des Tournelles, Pathé, Orange Studio, France 2 Cinéma, Alvy Distribution"
150223,tt0075963,The Wishing Tree,Georgian-Film
1696,tt0395584,The Devil's Rejects,"Cinelamda Internationale Filmproduktionsgesellschaft, Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Devil's Rejects Inc., Entache Entertainment, Creep Entertainment International, Spectacle Entertainment Group"
39844,tt0071408,Deranged,"American International Pictures, Karr International Pictures"
25755,tt0444778,Citizen Dog,"The Film Factory, Five Star Production"
268413,tt3345952,Antidote,"Insignia Productions, CaglarArts Entertainment"
23724,tt0053622,BUtterfield 8,Afton-Linebrook
70745,tt1324061,The Woman with a Broken Nose,"Film House Bas Celik, Mediopolis Film- und Fernsehproduktion"
56212,tt1746183,The Stoker,CTB Film Company
624779,tt9894470,VFW,Fangoria Films
19998,tt0041178,The Big Steal,RKO Radio Pictures
265349,tt3244512,Charlie's Country,Vertigo Productions
543917,tt8883524,Bloodline,"Blumhouse Productions, Divide / Conquer"
325892,tt4333674,Hunterrr,"A Tailormade Films, Shemaroo Entertainment, Phantom Films"
157737,tt0253991,Zübük,Erler Film
31604,tt0073240,The Killer Elite,"United Artists, Persky-Bright Productions, Baum/Dantine Productions, Exeter Associates, Arthur Lewis Productions"
8434,tt0290916,Summer Things,"Union Générale Cinématographique (UGC), Dan Films, Alia Films, France 2 Cinéma"
9003,tt0093177,Hellraiser,"New World Pictures, Cinemarque Entertainment BV, Film Futures, Rivdel Films"
400106,tt5519340,Bright,"Clubhouse Pictures, Overbrook Entertainment"
16052,tt0120094,Selena,"Esparza / Katz Productions, Q Productions"
120150,tt2248028,Thattathin Marayathu,Lumiere Film Company
78229,tt0051819,Kings Go Forth,Frank Ross-Eton Productions
21058,tt0189219,Spring in a Small Town,Wenhua Film Company
135225,tt1714205,Purge,"Solar Films, Taska Film"
523278,tt8108206,Saand Ki Aankh,"Reliance Entertainment, Anurag Kashyap Films"
78313,tt1780856,Stopped on Track,"Peter Rommel Productions, Rommel Film, Iskremas Filmproduktion, ARTE, RBB"
71068,tt0015016,The Iron Horse,Fox Film Corporation
575718,tt11566164,Secret Zoo,"about Film, Acemaker Movieworks, DCG Plus, Central Films"
43142,tt0051978,The Naked and the Dead,Paul Gregory Productions
324668,tt4196776,Jason Bourne,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Double Negative, Perfect World Pictures"
550519,tt5178964,Soldier's Lullaby,"Avala Film, Dandelion Production, Film Danas, Komuna"
23201,tt0341376,Gettin' Square,"Freshwater Films, Squared Productions, Mushroom Pictures, Working Title Australia"
355659,tt0063769,Vi på Saltkråkan,SF Studios
121872,tt2115295,Ginger & Rosa,"British Film Institute, BBC Films, Adventure Films, The Match Factory, Ingenious Media, Media House Capital, Miso Film, Det Danske Filminstitut"
112698,tt0195256,The Goddess,Lianhua Film Company
418235,tt4807830,Lipstick Under My Burkha,"Balaji Motion Pictures, Prakash Jha Productions"
35052,tt1183665,Cracks,"Future Films, Element Pictures, Atresmedia"
6947,tt0368447,The Village,"Touchstone Pictures, Blinding Edge Pictures, Scott Rudin Productions"
251636,tt3426262,Pannaiyarum Padminiyum,Magicbox Films
27154,tt0220507,Happy End,"Myung Films, CJ Entertainment"
185567,tt2249221,Zulu,"Eskwad, M6 Films, Pathé, Lobster Tree, W9, Canal+, Ciné+"
606718,tt9633480,Uppena,Mythri Movie Makers
506072,tt7946422,Prospect,"Depth of Field, Bron Studios, Ground Control Entertainment, Shep Films, Breaker, Film4 Productions, DUST"
48110,tt0056346,Phaedra,"MelinaFilm, Joele, Jorilie"
656858,tt9264336,Driving Licence,
54389,tt1308015,Saroja,Amma Creations
32073,tt0063573,The Secret War of Harry Frigg,Universal Studios Home Entertainment
11896,tt0094142,Throw Momma From the Train,Orion Pictures
38327,tt0486138,My Best Enemy,
56776,tt0068428,The Cross and the Switchblade,"Gateway Productions, Responsible Entertainment"
24129,tt0083888,The Simple-Minded Murderer,Svenska Ord
98514,tt0110998,River of Grass,"Oscilloscope, Good Machine"
31542,tt0077138,The Tree of Wooden Clogs,"Ital-Noleggio Cinematografico, RAI"
113,tt0374546,"Spring, Summer, Fall, Winter... and Spring","LJ Film, Korea Pictures, Cineclick Asia, Cinesoul, Mirae Asset Capital, Muhan Investment, Pandora Film"
8223,tt0107315,Kika,"El Deseo, CiBy 2000"
98193,tt0063198,Death by Hanging,"Art Theatre Guild, Sozosha"
253306,tt3504048,Housebound,"Semi-Professional, New Zealand Film Commission"
100830,tt2104080,Radiostars,Les Productions du Trésor
87167,tt0086597,Those Seven Days,
530743,tt8386898,Instinct,"Topkapi Films, BNNVARA, Man Up Film"
38018,tt0329111,Strayed,
80115,tt1157549,The Happiest Girl in the World,"Hi Film Productions, Circe Films"
382155,tt5377604,Pitbull. Nowe porządki,
209385,tt2113820,Walesa: Man of Hope,"Akson Studio, Canal+ Polska, TVP"
42035,tt0089343,Insignificance,"Recorded Picture Company, Zenith Entertainment"
99883,tt0053724,The Wheelchair,"Portabella Film, Films 59"
63378,tt1869226,100% Love,Geetha Arts
27799,tt0407851,hana & alice,"Rockwell Eyes, Toho Co."
245917,tt2374144,Gintama: The Final Chapter - Be Forever Yorozuya,"TV Tokyo, Aniplex, SUNRISE, Studio Lagurus, DENTSU, Bandai Visual"
209410,tt2988272,Shuddh Desi Romance,Yash Raj Films
170998,tt0220757,Shool,RGV Film Factory
25993,tt0068230,Asylum,Amicus Productions
29451,tt0033532,All That Money Can Buy,RKO Radio Pictures
160588,tt2334873,Blue Jasmine,"Gravier Productions, Perdido Productions"
46175,tt0067690,Daughters of Darkness,"Showking Films, Maya Films, Ciné Vog Films, Roxy Film"
77519,tt0214878,The Libertine,"TF1 Films Production, Bel Ombre Films, Josy Films, Mosca Films, Sans Contrefaçon Productions"
564177,tt8286926,Njan Prakashan,Full Moon Cinema
267467,tt3634940,The Target,"Yong Film, CJ Entertainment, Barunson E&A"
15976,tt0476643,The Bubble,"Uchovsky Fox, Metro Productions, Ronen Ben-Tal Films, Feingold Productions, Israeli Film Fund, HOT, Keshet TV"
542714,tt5068162,Sometimes Always Never,"BondIt Media Capital, Goldfinch, Hurricane Films"
42538,tt0019344,Sadie Thompson,Gloria Swanson Pictures
270946,tt1911658,Penguins of Madagascar,"DreamWorks Animation, Pacific Data Images"
165432,tt0077775,Joi Baba Felunath: The Elephant God,RDB and Company
563,tt0120201,Starship Troopers,"Touchstone Pictures, TriStar Pictures, Big Bug Pictures, Digital Image Associates, Sony Pictures"
65521,tt1926313,Pyaar Ka Punchnama,
8954,tt0831884,Reservation Road,"Nick Wechsler/Miracle Pictures, Volume One Entertainment"
13491,tt0837106,Arn: The Knight Templar,"YLE, Danmarks Radio (DR), Telepool, TV4, SF Norge, Molinare Studios, SF Studios, Juonifilmi, Arion Communications Ltd., Sheba Films, Europa Sound Production, Film i Väst, Dagsljus Filmequipment, Tju Bang Film, TV 2"
20994,tt0420982,Dead Man's Bluff,CTB Film Company
362820,tt5046534,Felix Manalo,Viva Films
541339,tt7482212,The Good Girls,Woo Films
372518,tt3918584,Stronger Than The World: The Story of José Aldo,"Paris Entretenimento, Globo Filmes, Black Maria (BR)"
37585,tt0089206,Night on the Galactic Railroad,"Herald Nippon, Asahi Shimbunsha, Group TAC"
132855,tt0282062,Petrol Kings,
7509,tt0240200,Water,"David Hamilton Productions, Flagship International, Noble Nomad Pictures, Echo Lake Entertainment"
19913,tt1022603,(500) Days of Summer,"Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III"
21887,tt0079239,The Great Santini,Bing Crosby Productions
266082,tt3655522,Girlhood,"Hold Up Films, Lilies Films, Fonds Images de la Diversité, Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE), Région Ile-de-France, Ciné+, Playtime, CNC, Canal+, ARTE France Cinéma, Cofinova 9"
10056,tt0048254,Killer's Kiss,"Minotaur Productions, United Artists"
192132,tt2479800,Palo Alto,"Rabbit Bandini Productions, Tribeca Film"
41949,tt0096464,A World Apart,Atlantic Releasing Corporation
266285,tt2720680,The Salvation,"Spier Films, Forward Films, TrustNordisk, Zentropa Entertainments, F.I.L.M.S., Det Danske Filminstitut, Danmarks Radio (DR), Nordisk Film & TV Fond, Film i Väst, The Department of Trade and Industry of South Africa, MEDIA Programme of the European Union"
149087,tt2165236,Turning Tide,"Ciné+, Gaumont, Les films du cap, SCOPE Pictures, A Contracorriente Films, Canal+"
